Contig	ERR2185436	ERR2185437	ERR2185438	ERR2185439	ERR2185440	ERR2185441	ERR2185442	ERR2185443	ERR2185444	ERR2185445	ERR2185446	SRR23967288	SRR23967289	SRR23967290	SRR23967291	SRR23967292	SRR23967293	SRR23967294	SRR23967295	SRR23967296	SRR23967297	SRR23967298	SRR23967299	SRR23967300	SRR23967301	SRR23967302	SRR23967303	SRR23967304	SRR23967305
SRR23967293_RNODE_460_length_2028_cov_3.11330	0	0	0	0	0	0	0	0	0	0	0	0	0	97.54	92.51	88.91	100	76.2	99.31	0	0	28.34	13.85	0	0	0	0	100	31.2
SRR23967293_RNODE_461_length_5058_cov_4.68844	10.99	51.89	0	6.21	46.08	0	0	0	0	0	0	0	33.64	58.75	53.17	55.43	100	77.29	80.15	66.48	41.89	39.81	0	58.53	55.68	43.68	19.77	99.49	64.06
SRR23967293_RNODE_462_length_5257_cov_4.80104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.52	12.29	100	29.35	5.06	0	0	0	94.84	100	0	0	0	0	0
SRR23967293_RNODE_464_length_1736_cov_5.68111	0	0	11.23	0	0	0	0	0	0	0	0	0	16.06	0	16.12	0	100	8.06	0	0	10.54	16.06	0	67.88	0	0	0	16	0
SRR23967293_RNODE_465_length_4640_cov_6.28544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	5.49	89.4	0	0	0	0	0	0	0	0	11.57	0
SRR23967293_RNODE_466_length_1975_cov_2.21761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	98.73	0	0	0	0	0	0	0	0	68.51	14.13
SRR23967293_RNODE_467_length_1694_cov_4.91453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	91.56	0	0	0	0	0	0	0	0	0	0
SRR23967293_RNODE_468_length_1353_cov_1.12777	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	82.71	85.22	30.08	55.58	99.63	20.4	0	0	0	0	100	0
SRR23967293_RNODE_46_length_1143_cov_6.32980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.32	24.41	100	0	83.64	0	0	0	100	0	0	0	0	96.06	36.66
SRR23967293_RNODE_471_length_2685_cov_3.02287	0	0	0	0	0	0	0	0	0	0	0	0	30.8	5.21	25.96	23.91	100	100	44.84	0	0	0	68.23	21.94	14.93	0	0	5.21	0
SRR23967293_RNODE_475_length_9762_cov_7.80081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	92.85	0	0	0	0	0	0	0	0	8.84	0
SRR23967293_RNODE_477_length_1201_cov_3.64599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	11.66	92.67	0	0	0	0	0	0	0	0	28.23	0
SRR23967293_RNODE_478_length_6877_cov_290.98370	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09	11.76	11.94	100	0	98.18	0	0	0	57.6	0	0	0	0	100	0
SRR23967293_RNODE_479_length_2440_cov_274.10801	0	0	0	0	0	0	0	0	0	0	0	0	0	5.69	0	21.51	100	0	100	0	0	0	47.11	0	0	0	0	100	0
SRR23967293_RNODE_47_length_6004_cov_7.43000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.41	0	100	12.51	99.05	0	0	0	0	0	0	0	0	61.37	0
SRR23967293_RNODE_480_length_1543_cov_20.70110	0	0	0	0	0	0	0	0	0	0	0	0	0	18.02	0	18.08	100	18.08	100	0	0	0	0	97.21	0	0	0	24.69	0
SRR23967293_RNODE_481_length_3077_cov_19.94223	0	0	0	0	0	0	0	0	0	0	0	0	0	25.87	9.1	14.1	100	18.13	96.2	0	0	0	0	34.84	0	0	0	80.76	0
SRR23967293_RNODE_482_length_1788_cov_3.38287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.32	0	100	0	96.59	0	0	0	0	0	0	0	0	0	0
SRR23967293_RNODE_483_length_1515_cov_2.12070	9.24	0	0	0	0	0	0	0	0	0	0	0	0	18.61	0	18.48	100	46.14	100	0	0	0	0	0	0	0	9.24	100	98.09
SRR23967293_RNODE_484_length_1171_cov_1.92724	17.08	0	0	0	0	0	0	0	0	0	0	0	0	42.1	0	11.87	100	20.92	0	0	0	0	35.87	70.88	0	0	0	0	0
SRR23967293_RNODE_485_length_2393_cov_9.63063	0	0	0	0	0	0	0	0	0	0	0	0	0	35.65	17.51	22.73	100	0	83.03	0	0	0	0	0	0	0	0	35.48	23.32
SRR23967293_RNODE_487_length_1530_cov_2.47540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	15.09	99.67	0	0	0	0	0	0	0	0	80.34	0
SRR23967293_RNODE_488_length_16428_cov_9.51962	0	0	0	0	0	0	0	0	0	0	0	0	0	24.57	24.01	0	100	98.37	100	0	0	0	0	0	0	0	0	100	8.73
SRR23967293_RNODE_489_length_1258_cov_4.59178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.12	0	100	0	0	0	0	0	56.47	72.52	60.44	0	0	0	0
SRR23967293_RNODE_48_length_2298_cov_7.13930	0	0	0	0	0	0	0	0	0	0	0	0	0	29.75	24.31	18.14	100	24.36	88.69	0	0	0	0	0	0	0	0	35.49	53.46
SRR23967293_RNODE_491_length_1788_cov_3.07938	0	0	0	0	0	0	0	0	0	0	0	0	0	98.88	100	100	100	15.6	81.55	0	15.65	25.21	92.34	100	0	0	0	14.48	0
SRR23967293_RNODE_492_length_1585_cov_3.17038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.48	0	100	100	99.62	0	0	0	0	0	0	0	0	61.2	100
SRR23967293_RNODE_493_length_1749_cov_2.57940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	73.7	0	0	0	0	0	0	0	0	0	0
SRR23967293_RNODE_494_length_1170_cov_3.96346	0	0	0	0	0	0	0	0	0	0	0	0	14.77	0	23.83	0	100	89.33	100	29.12	12.04	24	0	0	16.4	0	0	43.64	0
SRR23967293_RNODE_495_length_1707_cov_4.24207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	83.13	0	0	0	32.57	16.4	100	0	0	100	0
SRR23967293_RNODE_496_length_47712_cov_16.60169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.11	0	100	100	38.09	0	0	0	9.37	8.03	0	0	0	30.31	0
SRR23967293_RNODE_497_length_1098_cov_2.04992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	88.81	0	0	0	0	0	0	0	0	69.52	30.03
SRR23967293_RNODE_499_length_2783_cov_9.96616	0	0	0	0	0	0	0	0	0	0	0	0	0	40.03	15.06	22.75	100	19.8	100	0	10.06	0	99.75	46.5	0	0	0	100	29.64
SRR23967293_RNODE_4_length_1011_cov_24.25620	0	0	0	0	0	0	0	0	0	0	0	23.94	13.85	27.6	100	100	100	13.85	13.85	0	100	100	15.03	24.53	16.72	18.99	20.38	0	20.38
SRR23967293_RNODE_500_length_1155_cov_3.47945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	63.64	0	0	0	0	0	0	0	0	0	0
SRR23967293_RNODE_501_length_5356_cov_5.33098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.23	5.23	100	48.59	96.62	0	0	0	0	0	0	0	0	45.73	0
SRR23967293_RNODE_503_length_2271_cov_3.29641	0	0	0	0	0	0	0	0	0	0	0	0	0	99.65	98.72	73.32	100	48.35	97.49	0	6.16	10.3	47.25	20.04	0	0	6.12	90.14	18.45
SRR23967293_RNODE_504_length_6754_cov_35.19777	0	0	0	0	0	0	0	0	0	0	0	0	0	10.35	0	10.3	100	18.24	99.73	0	0	0	6.04	41.08	0	0	0	70.67	0
SRR23967293_RNODE_506_length_1850_cov_3.12631	0	0	0	0	0	0	0	0	0	0	0	0	9.18	29.44	42.19	15.13	100	15.13	71.37	73.58	96.27	69.26	36.3	96.06	0	0	0	22.69	0
SRR23967293_RNODE_507_length_6667_cov_36.31907	0	0	0	0	0	0	0	0	0	0	0	0	0	24.16	29.07	20.88	100	96.85	16.84	0	0	0	0	0	0	8.4	81.91	0	15.13
SRR23967293_RNODE_508_length_5298_cov_11.64541	0	0	0	0	0	0	0	0	0	0	0	43.9	64.77	10.47	17.02	21.1	100	25.55	79.54	38.88	35.27	25.17	100	15.3	0	0	0	75.05	46.4
SRR23967293_RNODE_509_length_6605_cov_10.22175	0	0	0	0	0	0	0	0	0	0	0	28.63	55.37	11.85	8.46	14.75	100	12.7	77.27	26.04	26.3	46.03	100	22.47	0	0	0	87.12	41.91
SRR23967293_RNODE_50_length_5464_cov_8.96710	0	21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	10.21	100	0	95.15	0	0	0	0	0	0	0	0	7.63	0
SRR23967293_RNODE_510_length_3717_cov_4.11672	0	0	7.34	0	8.99	0	0	0	0	0	10.98	0	11.95	0	7.51	0	100	76.41	10.9	0	7.51	0	6.59	27.25	0	0	0	24.19	0
SRR23967293_RNODE_511_length_1353_cov_4.15038	0	0	0	0	0	0	0	0	0	0	0	0	10.35	88.47	92.02	90.69	100	99.63	100	0	41.83	0	0	41.32	0	0	0	100	0
SRR23967293_RNODE_512_length_3300_cov_7.90976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	5.18	0	0	34.6	14.24	0	0	0	99.79	8.72
SRR23967293_RNODE_513_length_4317_cov_13.81378	0	13.3	0	0	0	0	0	0	0	0	0	0	0	80.77	63.15	17.84	100	29.02	99.75	0	0	0	0	0	0	0	0	99.1	96.02
SRR23967293_RNODE_514_length_2668_cov_1.73901	0	0	0	0	0	0	0	0	0	0	0	51.55	45.97	61.78	52.49	62.38	100	72.91	90.67	50.58	45.78	43.27	0	48.52	10.3	18.17	10.9	88.8	56.8
SRR23967293_RNODE_515_length_2280_cov_3.40343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	94.04	0	0	0	0	0	0	0	0	12.14	0
SRR23967293_RNODE_517_length_4689_cov_7.22465	0	11.32	0	0	0	0	0	0	0	0	0	0	0	14.76	0	13.84	100	92.47	24.48	0	0	0	6.7	0	0	0	0	45.55	0
SRR23967293_RNODE_518_length_1977_cov_8.98992	0	0	0	0	0	0	0	0	0	0	0	25.7	0	0	0	0	100	74.96	100	0	0	7.08	14.11	0	0	0	0	100	21.14
SRR23967293_RNODE_519_length_7928_cov_12.28698	0	0	0	0	0	0	0	0	0	0	0	0	0	99.05	98.5	98.37	100	100	100	24.66	12.86	38.4	61.32	53.17	0	0	0	100	48.85
SRR23967293_RNODE_51_length_1248_cov_4.39820	0	0	0	0	0	0	0	0	0	0	0	0	0	22.42	0	0	100	0	22.42	0	0	0	0	0	0	0	0	22.42	0
SRR23967293_RNODE_520_length_1597_cov_1.34088	0	0	0	0	8.7	0	0	0	0	0	0	0	0	0	0	0	100	95.74	95.43	0	0	0	0	0	0	0	0	0	8.58
SRR23967293_RNODE_521_length_2923_cov_28.40373	0	0	0	0	0	0	0	0	0	0	0	0	0	19.47	9.58	61.85	100	15.46	97.64	0	0	0	0	24.8	30.79	0	0	80.98	0
SRR23967293_RNODE_522_length_1607_cov_24.97578	0	0	0	0	0	0	0	0	0	0	0	0	0	35.1	17.42	53.27	100	18.11	100	0	0	0	0	20.78	19.04	0	0	74.98	0
SRR23967293_RNODE_523_length_8800_cov_23.60135	0	0	0	0	0	0	0	0	0	0	0	0	0	16.25	8.78	9.73	100	7.94	96.25	0	0	0	0	12.04	0	0	0	46.99	0
SRR23967293_RNODE_525_length_5340_cov_15.13384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.23	100	55.98	100	0	0	0	5.09	10.45	0	0	11.44	99.12	30.07
SRR23967293_RNODE_528_length_19067_cov_28.15272	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	45.12	97.72	0	0	0	37.02	69.11	0	0	0	72.17	0
SRR23967293_RNODE_529_length_38636_cov_8.30926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	99.11	98.89	0	0	0	0	0	0	0	0	97.57	0
SRR23967293_RNODE_52_length_5440_cov_39.22390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.42	13.97	100	15.36	100	0	0	0	0	0	0	0	0	79.38	0
SRR23967293_RNODE_530_length_4355_cov_5.88264	0	0	0	0	0	0	0	0	0	0	0	0	0	25.6	51.11	39.24	100	100	100	0	0	0	0	0	0	0	0	81.65	45.74
SRR23967293_RNODE_531_length_3062_cov_7.54523	0	0	0	0	0	0	0	0	0	0	0	0	0	85.9	65.75	25.73	100	88.21	100	0	0	0	0	0	0	0	0	100	0
SRR23967293_RNODE_532_length_1206_cov_1.47482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	97.68	0	0	0	0	0	0	0	0	87.99	0
SRR23967293_RNODE_533_length_6874_cov_8.46634	0	0	5.57	0	5.25	0	0	0	0	0	0	0	0	0	0	10.18	100	88.61	100	0	0	0	8.41	17.5	0	0	0	99.97	0
SRR23967293_RNODE_534_length_2592_cov_5.55026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	18.63	10.8	0	0	0	0	0	0	0	0	62.55	0
SRR23967293_RNODE_535_length_2422_cov_2.80107	0	5.94	0	0	5.74	0	0	0	0	0	0	0	0	47.26	59.31	38.01	100	90.8	100	0	5.74	5.78	0	5.74	5.78	0	0	22.37	5.74
SRR23967293_RNODE_537_length_3802_cov_4.05112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	80.78	0	0	0	0	0	0	0	0	0	6.55
SRR23967293_RNODE_538_length_12013_cov_21.66853	0	0	0	0	0	0	0	0	0	0	0	38.67	0	15.03	16.29	13.47	100	99.84	100	0	0	0	55.04	46.32	5.2	0	0	100	49.26
SRR23967293_RNODE_539_length_2803_cov_6.71087	0	0	0	0	0	0	0	0	0	0	0	0	0	9.92	0	0	100	99.64	90.8	0	0	0	0	0	0	0	0	62.18	0
SRR23967293_RNODE_53_length_3714_cov_41.01100	0	0	0	0	0	0	0	0	0	0	0	0	0	23.71	38.36	49.64	100	43.58	0	0	0	0	0	0	0	0	0	0	0
SRR23967293_RNODE_540_length_16798_cov_22.25484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	100	0	0	0	0	0	0	0	0	0	0	0
SRR23967293_RNODE_541_length_39778_cov_55.79587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.76	100	99.95	99.95	0	0	0	0	0	0	0	0	99.95	0
SRR23967293_RNODE_542_length_8900_cov_24.54484	0	0	0	0	0	0	0	0	0	0	0	0	0	22.97	9.07	0	100	0	84.62	0	0	0	0	0	0	0	0	34.29	100
SRR23967293_RNODE_543_length_1351_cov_7.85181	0	10.36	0	0	20.8	0	0	0	0	0	0	56.03	53.89	25.76	42.49	34.12	100	100	100	32.2	40.78	22.5	52.78	82.24	0	30.64	0	100	82.01
SRR23967293_RNODE_544_length_14393_cov_21.91882	0	0	0	0	0	0	0	0	0	0	0	0	0	9.67	12.13	0	100	9.69	98.04	0	0	0	0	53.98	0	0	0	61.15	0
SRR23967293_RNODE_545_length_1494_cov_1.34840	0	0	0	0	0	0	0	0	0	0	0	0	0	68.16	66.22	18.6	100	73.18	66.35	0	0	0	0	0	0	0	0	99	0
SRR23967293_RNODE_546_length_2575_cov_5.07452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	87.5	0	0	0	0	0	0	0	0	0	0
SRR23967293_RNODE_547_length_1668_cov_7.14637	0	0	0	0	0	0	0	0	0	0	0	0	0	33.73	28.58	0	100	33.61	91.31	0	0	0	0	0	0	0	0	94.91	95.99
SRR23967293_RNODE_548_length_8583_cov_6.20488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	94.94	0	0	0	0	0	0	0	0	25.8	0
SRR23967293_RNODE_549_length_8597_cov_19.33772	0	0	0	0	0	0	0	0	0	0	0	0	0	44.93	55.76	47.96	100	100	100	0	9.78	20.67	100	100	31.52	0	0	100	0
SRR23967293_RNODE_54_length_47677_cov_12.99020	0	0	0	0	0	0	0	0	0	0	0	0	0	16.41	26.74	46.52	100	100	0	0	0	0	83.18	25.34	0	0	0	0	0
SRR23967293_RNODE_550_length_4702_cov_6.10674	0	0	0	0	0	0	0	0	0	0	0	0	0	5.95	5.95	0	100	47.82	99.81	0	0	0	0	0	0	0	0	100	0
SRR23967293_RNODE_551_length_1669_cov_6.23749	0	12.76	0	0	0	0	0	0	0	0	0	0	0	0	16.72	16.3	100	92.99	100	0	0	0	27.38	52.43	16.6	0	0	100	0
SRR23967293_RNODE_552_length_1293_cov_3.18861	0	26.22	0	0	0	0	0	0	0	0	0	0	0	85.92	53.98	45.17	100	100	100	0	0	0	0	0	0	0	0	100	40.06
SRR23967293_RNODE_554_length_2374_cov_5.30032	0	0	0	0	0	0	0	0	0	0	0	70.44	0	100	100	100	100	48.04	60.08	86.53	74.32	100	96.17	95.71	0	17.64	99.33	100	27.33
SRR23967293_RNODE_555_length_6774_cov_35.65052	0	0	0	0	0	0	0	0	0	0	0	0	0	22.54	16.46	0	100	14.86	97.46	0	0	0	5.48	28.58	17.36	0	0	65.58	0
SRR23967293_RNODE_556_length_1259_cov_17.57394	0	0	0	0	0	0	0	0	0	0	0	0	0	33.28	0	0	100	22.24	100	0	0	0	0	0	0	0	0	55.6	0
SRR23967293_RNODE_557_length_1295_cov_32.88416	0	0	0	0	0	0	0	0	0	0	0	0	10.81	17.37	0	10.73	100	21.54	100	0	0	0	0	37.14	23.17	0	0	99.15	0
SRR23967293_RNODE_55_length_1046_cov_3.26670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	50.05	65.81	0	0	0	0	0	0	0	0	0	0
SRR23967293_RNODE_560_length_17503_cov_9.14672	0	0	0	0	0	0	0	0	0	0	0	0	0	18.45	11.27	0	100	98.89	100	0	0	0	0	0	0	0	0	100	0
SRR23967293_RNODE_561_length_4966_cov_4.21574	0	0	0	0	9.08	0	0	0	0	0	0	0	0	100	100	100	100	97.26	91.79	0	0	0	14.07	10.75	10.49	0	0	14.01	9.93
SRR23967293_RNODE_562_length_17744_cov_4.30851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	77.9	0	0	0	0	0	0	0	0	10.12	0
SRR23967293_RNODE_563_length_18973_cov_5.93824	0	0	0	0	0	0	0	0	0	0	0	0	0	24.86	17.59	22.36	100	79.31	98.68	0	0	9.19	9.05	86.96	0	0	7.49	95.4	100
SRR23967293_RNODE_564_length_5068_cov_5.03339	0	0	0	0	0	0	0	0	0	0	0	0	0	26.69	23.42	11.09	100	65.06	99.13	5.84	0	10.34	5.31	66.4	0	8.52	5.84	94.73	100
SRR23967293_RNODE_565_length_7046_cov_9.96525	15.18	17.07	0	0	0	0	0	0	0	0	0	29.23	15.74	8.37	88.07	50.5	100	73.36	98.1	11.34	98.74	53.06	20.08	32.84	53.9	15.67	18.75	67.12	97.98
SRR23967293_RNODE_567_length_6223_cov_14.21765	0	0	0	0	0	0	0	0	0	0	0	0	0	20.95	10.69	0	100	95.24	100	0	0	0	77.98	0	0	0	0	94.68	0
SRR23967293_RNODE_568_length_3965_cov_5.30208	0	0	0	0	0	0	0	0	0	0	0	0	10.57	0	7.06	0	100	100	97.1	0	0	0	48.27	43.25	0	0	0	98.89	0
SRR23967293_RNODE_56_length_42565_cov_82.00190	0	0	0	0	0	0	0	0	0	0	0	0	0	52.18	35.91	20.86	100	100	100	0	0	0	0	0	0	0	0	0	0
SRR23967293_RNODE_570_length_3795_cov_7.96811	0	0	0	0	0	0	0	0	0	0	0	0	0	53.65	42.42	7.35	100	21.95	99.13	0	0	0	0	0	0	0	0	99.95	96.18
SRR23967293_RNODE_571_length_2052_cov_3.98514	25.96	55.38	9.64	0	8.23	0	0	0	0	0	0	0	0	49.44	74.33	81.25	100	57.33	91.43	0	0	0	0	0	0	0	0	96.49	0
SRR23967293_RNODE_573_length_1272_cov_4.59821	0	0	0	0	0	0	0	0	0	0	0	0	0	23.64	34.01	0	100	100	100	0	0	0	0	0	0	0	0	100	0
SRR23967293_RNODE_574_length_3454_cov_7.72043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.05	22.29	100	100	85.07	0	0	0	0	0	0	0	0	70.82	0
SRR23967293_RNODE_575_length_35703_cov_12.97552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5	6.21	100	100	54.31	0	0	0	0	0	0	0	5.59	18.71	0
SRR23967293_RNODE_578_length_1014_cov_2.70148	0	0	0	0	0	0	0	0	0	0	0	13.79	0	27.49	0	0	100	100	100	0	0	0	100	91.53	0	0	0	100	0
SRR23967293_RNODE_579_length_3649_cov_5.86053	5.54	12.11	0	0	15.05	0	0	0	0	0	0	0	68.87	55.93	11.81	46.09	100	99.89	99.01	86.74	75.09	61.11	41.98	38.26	52.15	12.44	10.77	99.92	100
SRR23967293_RNODE_57_length_2265_cov_9.00000	0	6.23	0	0	0	0	0	0	0	0	0	0	0	34.3	12.27	0	100	100	100	0	0	0	0	0	0	0	0	0	0
SRR23967293_RNODE_580_length_1149_cov_4.81545	0	0	0	0	0	0	0	0	0	0	0	0	0	59.18	100	91.21	100	51.87	100	0	49.52	50.48	24.37	67.71	0	0	88.34	100	0
SRR23967293_RNODE_581_length_17673_cov_14.92707	0	0	0	0	0	0	0	0	0	0	0	0	0	13.27	17.28	0	100	0	67.56	0	0	0	0	0	0	0	0	5.53	100
SRR23967293_RNODE_582_length_5840_cov_12.35996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.79	0	100	0	66	0	0	0	0	0	0	0	0	9.3	100
SRR23967293_RNODE_583_length_37865_cov_36.60617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	35.66	0	0	0	0	0	0	0	0	32.68	52.72
SRR23967293_RNODE_585_length_29383_cov_11.25121	0	0	0	0	0	0	0	0	0	0	0	0	0	5.69	0	0	100	0	0	0	0	6.92	0	0	0	0	7.53	0	0
SRR23967293_RNODE_586_length_5734_cov_3.02443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	86.64	0	0	0	0	0	0	0	0	10.24	0
SRR23967293_RNODE_587_length_2414_cov_7.87216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.64	100	98.55	100	0	11.14	0	15.03	11.43	38.14	0	5.76	100	58.72
SRR23967293_RNODE_590_length_1788_cov_5.91342	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	98.1	100	37.95	82.56	32.81	55.95	99.72	57.69	77.86	0	0	52.21	72	15.6
SRR23967293_RNODE_591_length_2494_cov_3.54815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	21.8	88.66	0	0	0	0	0	0	0	0	32.14	0
SRR23967293_RNODE_592_length_3826_cov_2.99589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.32	100	0	81.87	0	0	0	0	0	0	0	0	21.9	0
SRR23967293_RNODE_593_length_80713_cov_97.96529	0	0	0	0	0	0	0	0	0	0	0	0	0	53.6	58.06	67.4	100	100	77.1	0	0	0	5.72	0	0	0	0	0	0
SRR23967293_RNODE_594_length_1320_cov_3.84325	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6	42.39	0	100	100	100	0	0	0	57.31	0	10.6	0	0	100	0
SRR23967293_RNODE_595_length_2643_cov_9.24465	8.97	10.56	0	0	0	0	0	0	0	0	0	0	0	0	5.3	0	100	100	98.37	10.59	0	10.59	52.93	5.3	39.27	0	0	100	0
SRR23967293_RNODE_596_length_1149_cov_4.78090	0	0	0	0	0	0	0	0	0	0	0	75.81	0	69.63	11.92	12.18	100	24.28	100	0	0	12.18	0	0	0	0	12.01	100	18.19
SRR23967293_RNODE_597_length_16358_cov_7.68175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0	0	100	0
SRR23967293_RNODE_598_length_8261_cov_5.79916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.48	6.77	100	8.66	57.73	0	6.73	0	0	40.61	0	0	0	12.72	0
SRR23967293_RNODE_59_length_42517_cov_85.00000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.72	100	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967293_RNODE_5_length_1093_cov_38.13360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.41	100	0	100	0	0	0	0	0	0	0	0	25.53	0
SRR23967293_RNODE_600_length_5815_cov_6.10988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	14.38	98.92	0	0	0	0	0	0	0	0	72.48	5.33
SRR23967293_RNODE_601_length_42398_cov_24.57298	0	0	0	0	0	0	0	0	0	0	0	0	0	39.67	14.58	15.44	100	77.34	99.44	0	0	0	0	0	0	0	0	98.67	46.76
SRR23967293_RNODE_602_length_8697_cov_10.88325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	8.77	98.45	0	0	0	0	0	0	0	0	0	0
SRR23967293_RNODE_603_length_1145_cov_3.84870	0	13.19	0	0	0	0	0	0	0	0	0	0	0	73.89	24.28	0	100	100	93.36	0	0	0	0	0	0	0	0	46.81	0
SRR23967293_RNODE_604_length_1142_cov_2.66957	0	13.21	0	0	0	0	0	0	0	0	0	0	0	24.58	0	0	100	100	74.1	0	0	0	0	0	0	0	0	24.5	0
SRR23967293_RNODE_605_length_8984_cov_3.41587	0	0	0	0	0	0	0	0	0	0	0	0	0	63.72	64.96	58.29	100	94.6	96.52	0	0	0	0	0	0	0	0	75.97	20.22
SRR23967293_RNODE_606_length_2470_cov_4.31513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	78.67	0	0	0	0	0	0	0	0	0	0
SRR23967293_RNODE_607_length_6906_cov_6.82078	0	0	0	0	0	0	0	0	0	0	0	78.56	0	17.72	6.05	14.07	100	100	100	0	0	0	0	0	49.47	0	6.01	100	0
SRR23967293_RNODE_608_length_12174_cov_4.62946	0	0	0	0	0	0	0	0	0	0	0	0	0	43.14	91.87	77.22	100	24.78	99.99	6.09	40.58	22.03	22.7	37.53	0	8.69	40.19	99.97	0
SRR23967293_RNODE_60_length_1209_cov_9.29280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0	0	99.42	0
SRR23967293_RNODE_610_length_2286_cov_3.48655	0	0	0	0	0	0	0	0	0	0	0	0	12.2	36.55	18.23	19.85	100	100	100	0	0	0	0	88.5	12.2	0	0	100	0
SRR23967293_RNODE_611_length_3114_cov_4.90763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.92	100	0	92.46	0	0	0	0	0	0	0	0	0	0
SRR23967293_RNODE_613_length_16320_cov_6.28155	0	10.77	0	0	0	0	0	0	0	0	0	0	0	30.95	52.64	41.66	100	29.73	90.5	0	0	0	5.08	12.06	9.28	0	0	95.21	18.57
SRR23967293_RNODE_614_length_5305_cov_7.42970	0	10.48	0	0	0	0	0	0	0	0	0	0	0	97.81	99.91	96.53	100	100	99.74	0	0	0	40.74	41.9	0	0	0	100	60.68
SRR23967293_RNODE_615_length_15672_cov_9.55322	5.81	0	0	0	0	0	0	0	10.94	0	0	0	89.84	71.9	67.73	68.94	100	99.6	73.27	17.73	26.11	20.99	63.26	41.19	38.24	20.02	12.63	85.03	5.35
SRR23967293_RNODE_616_length_94353_cov_102.51655	0	0	0	0	0	0	0	0	0	0	0	0	0	91.3	91.75	90.66	100	100	99.97	0	0	0	28.66	0	13.25	0	0	99.77	0
SRR23967293_RNODE_617_length_6652_cov_3.17869	0	0	0	0	0	0	0	0	0	0	0	0	0	21.66	12.45	24.61	100	98.54	91.76	0	0	8.67	10.45	0	6.06	0	0	95.85	33.14
